Order ID,Order Date,Product ID,Product Category,Buyer Gender,Buyer Age,Order Location,International Shipping,Sales Price,Shipping Charges,Sales per Unit,Quantity,Total Sales,Rating,Review
161005,03-11-2024,BF1548,Clothing,Male,24,Pittsburgh,No,65,0,65,1,65,4,The product was delivered quickly.
184910,03-11-2024,BF1548,Clothing,Male,20,Detroit,No,65,0,65,1,65,5,The Product exhibits good design.
141286,02-11-2024,BF1544,Other,Male,33,New Jersey,No,9,0,9,2,18,1,The product had poor quality.
169427,02-11-2024,BF1546,Clothing,Male,19,Miami,No,118,0,118,1,118,4,Lack of delivery delays is greatly appreciated.
121223,02-11-2024,BF1551,Ornaments,Male,28,Mumbai,Yes,15,70,85,1,85,3,Average product
142811,02-11-2024,BF1544,Other,Male,23,Sacramento,No,9,0,9,2,18,4,Exquisite craftsmanship here is absolutely appreciated.
125136,02-11-2024,BF1554,Ornaments,Female,24,New Jersey,No,20,0,20,4,80,5,The product was affordable here compared to other brands.
199930,02-11-2024,BF1543,Clothing,Female,21,Detroit,No,100,0,100,1,100,5,The Product exhibits good design.
130091,02-11-2024,BF1550,Clothing,Male,18,Manchester,Yes,97,40,137,1,137,5,Premium quality as usual.
188283,02-11-2024,BF1549,Clothing,Female,22,Miami,No,130,0,130,2,260,5,The product had excellent quality.
145120,02-11-2024,BF1551,Ornaments,Female,21,Detroit,No,15,0,15,2,30,4,Lack of delivery delays is greatly appreciated.
190429,02-11-2024,BF1545,Other,Male,34,New Jersey,No,10,0,10,1,10,4,Exquisite craftsmanship here is absolutely appreciated.
172156,02-11-2024,BF1543,Clothing,Male,23,New Jersey,No,100,0,100,1,100,4,Great design is one of the major positives of this product.
184059,02-11-2024,BF1554,Ornaments,Male,27,Portland,No,20,0,20,2,40,1,Careless handling by the delivery team.
163316,02-11-2024,BF1553,Ornaments,Male,27,Portland,No,50,0,50,1,50,5,Discount deals was greatly appreciated.
129839,02-11-2024,BF1551,Ornaments,Male,30,Montreal,Yes,15,25,40,1,40,4,The product was affordable here compared to other brands.
121860,02-11-2024,BF1548,Clothing,Male,26,Memphis,No,65,0,65,1,65,4,Incredible detailing was clearly evident.
154153,01-11-2024,BF1545,Other,Male,27,Austin,No,10,0,10,1,10,2,Never buying from here again.
152822,01-11-2024,BF1550,Clothing,Male,30,Miami,No,97,0,97,5,485,5,The product had excellent quality.
172886,01-11-2024,BF1550,Clothing,Male,26,Dublin,Yes,97,40,137,1,137,5,The product was affordable here compared to other brands.
135688,01-11-2024,BF1548,Clothing,Female,18,New Delhi,Yes,65,70,135,1,135,4,The product was delivered quickly.
185602,01-11-2024,BF1543,Clothing,Male,26,New Delhi,Yes,100,70,170,1,170,4,The product was delivered quickly.
165380,01-11-2024,BF1551,Ornaments,Male,26,Miami,No,15,0,15,1,15,1,There is clear evidence of subpar detailing.
197823,01-11-2024,BF1550,Clothing,Male,18,San Antonio,No,97,0,97,1,97,1,The product had an underwhelming design.
162755,01-11-2024,BF1549,Clothing,Male,27,Cleveland,No,130,0,130,1,130,4,Discount deals was greatly appreciated.
198711,01-11-2024,BF1548,Clothing,Male,28,Memphis,No,65,0,65,3,195,3,The handling was questionable but incurred only minute damages.
190411,01-11-2024,BF1548,Clothing,Male,22,San Francisco,No,65,0,65,2,130,4,Great design is one of the major positives of this product.
190812,01-11-2024,BF1550,Clothing,Male,29,New York,No,97,0,97,1,97,1,The product had an underwhelming design.
166120,01-11-2024,BF1546,Clothing,Female,20,Liverpool,Yes,118,40,158,1,158,5,The product had excellent quality.
182651,01-11-2024,BF1551,Ornaments,Female,35,Mumbai,Yes,15,70,85,2,170,2,Low quality products are a usual here these days.
155697,01-11-2024,BF1546,Clothing,Male,21,Manchester,Yes,118,40,158,1,158,5,Lack of delivery delays is greatly appreciated.
157278,01-11-2024,BF1544,Other,Female,33,San Antonio,No,9,0,9,2,18,4,Premium quality as usual.
165357,01-11-2024,BF1553,Ornaments,Male,29,Las Vegas,No,50,0,50,1,50,4,Lack of delivery delays is greatly appreciated.
141942,01-11-2024,BF1546,Clothing,Male,23,Sacramento,No,118,0,118,5,590,4,The delivery team handled the product with care.
158757,01-11-2024,BF1551,Ornaments,Male,19,Sacramento,No,15,0,15,1,15,1,The product is not as advertised.
148838,01-11-2024,BF1548,Clothing,Male,25,Miami,No,65,0,65,1,65,5,Great design is one of the major positives of this product.
146149,01-11-2024,BF1550,Clothing,Male,35,Cardiff,Yes,97,40,137,5,685,2,"Unfortunately, the delivery was late."
195729,01-11-2024,BF1545,Other,Male,21,Sydney,Yes,10,100,110,4,440,4,Great design is one of the major positives of this product.
128267,01-11-2024,BF1549,Clothing,Male,27,Portland,No,130,0,130,1,130,5,Discount deals was greatly appreciated.
165958,01-11-2024,BF1553,Ornaments,Female,25,Liverpool,Yes,50,40,90,1,90,5,The delivery team handled the product with care.
191856,01-11-2024,BF1550,Clothing,Male,22,Manchester,Yes,97,40,137,1,137,2,There is clear evidence of subpar detailing.
188192,31-10-2024,BF1545,Other,Male,32,Cardiff,Yes,10,40,50,2,100,1,The promotion quality does not match the product
189998,31-10-2024,BF1543,Clothing,Male,19,London,Yes,100,40,140,1,140,2,The product is not as advertised.
177870,31-10-2024,BF1550,Clothing,Male,23,San Antonio,No,97,0,97,1,97,4,Lack of delivery delays is greatly appreciated.
197521,31-10-2024,BF1544,Other,Male,25,Pittsburgh,No,9,0,9,1,9,4,The product had excellent quality.
177066,31-10-2024,BF1548,Clothing,Male,29,San Antonio,No,65,0,65,1,65,5,The product had excellent quality.
136233,31-10-2024,BF1547,Ornaments,Male,32,Detroit,No,32,0,32,1,32,1,The product had an underwhelming design.
121391,31-10-2024,BF1550,Clothing,Male,34,Las Vegas,No,97,0,97,1,97,5,Exquisite craftsmanship here is absolutely appreciated.
158941,31-10-2024,BF1544,Other,Male,21,San Antonio,No,9,0,9,1,9,5,Great design is one of the major positives of this product.
120257,31-10-2024,BF1549,Clothing,Male,18,London,Yes,130,40,170,1,170,1,Never buying from here again.
143543,31-10-2024,BF1553,Ornaments,Male,20,Pittsburgh,No,50,0,50,1,50,2,The product had poor quality.
175482,31-10-2024,BF1543,Clothing,Female,19,Paris,Yes,100,50,150,1,150,5,The product was delivered quickly.
176413,31-10-2024,BF1548,Clothing,Male,29,Memphis,No,65,0,65,4,260,4,The delivery team handled the product with care.
130566,31-10-2024,BF1547,Ornaments,Male,29,Miami,No,32,0,32,1,32,4,The delivery team handled the product with care.
151451,31-10-2024,BF1545,Other,Male,35,Sydney,Yes,10,100,110,3,330,2,The promotion quality does not match the product
196058,31-10-2024,BF1550,Clothing,Female,20,Las Vegas,No,97,0,97,3,291,4,Discount deals was greatly appreciated.
145507,31-10-2024,BF1543,Clothing,Male,22,San Francisco,No,100,0,100,3,300,3,Nothing too special.
154611,31-10-2024,BF1548,Clothing,Male,25,Memphis,No,65,0,65,1,65,4,The product had excellent quality.
199994,30-10-2024,BF1553,Ornaments,Male,18,Las Vegas,No,50,0,50,3,150,5,Lack of delivery delays is greatly appreciated.
169902,30-10-2024,BF1550,Clothing,Male,33,Liverpool,Yes,97,40,137,1,137,1,Careless handling by the delivery team.
181271,30-10-2024,BF1548,Clothing,Male,22,Miami,No,65,0,65,1,65,5,The product was delivered quickly.
144243,30-10-2024,BF1552,Ornaments,Female,22,New Jersey,No,45,0,45,1,45,4,Great design is one of the major positives of this product.
132538,30-10-2024,BF1546,Clothing,Male,34,Paris,Yes,118,50,168,1,168,4,The Product exhibits good design.
142409,30-10-2024,BF1545,Other,Male,25,Cleveland,No,10,0,10,1,10,1,Careless handling by the delivery team.
120999,30-10-2024,BF1552,Ornaments,Male,31,Las Vegas,No,45,0,45,1,45,3,Had slight delays but the product was in good shape.
181690,30-10-2024,BF1553,Ornaments,Male,24,Austin,No,50,0,50,2,100,5,Lack of delivery delays is greatly appreciated.
178983,30-10-2024,BF1551,Ornaments,Male,34,Portland,No,15,0,15,1,15,1,There is clear evidence of subpar detailing.
131231,30-10-2024,BF1552,Ornaments,Female,27,New York,No,45,0,45,1,45,5,The product was affordable here compared to other brands.
168297,30-10-2024,BF1554,Ornaments,Male,29,Memphis,No,20,0,20,1,20,5,Premium quality as usual.
160156,30-10-2024,BF1549,Clothing,Female,18,San Francisco,No,130,0,130,3,390,1,The product had poor quality.
166540,30-10-2024,BF1548,Clothing,Male,35,Toronto,Yes,65,25,90,5,450,4,Premium quality as usual.
188257,30-10-2024,BF1549,Clothing,Male,25,Sacramento,No,130,0,130,1,130,4,The product was affordable here compared to other brands.
183640,30-10-2024,BF1543,Clothing,Male,23,Cleveland,No,100,0,100,2,200,5,The product was affordable here compared to other brands.
128920,30-10-2024,BF1548,Clothing,Male,25,Memphis,No,65,0,65,5,325,5,The Product exhibits good design.
163371,30-10-2024,BF1550,Clothing,Male,18,San Francisco,No,97,0,97,1,97,5,The delivery team handled the product with care.
146820,30-10-2024,BF1549,Clothing,Male,27,Cardiff,Yes,130,40,170,1,170,4,The product was affordable here compared to other brands.
123027,30-10-2024,BF1551,Ornaments,Female,21,Montreal,Yes,15,25,40,4,160,2,There is clear evidence of subpar detailing.
182159,30-10-2024,BF1547,Ornaments,Female,26,Miami,No,32,0,32,1,32,4,The product was delivered quickly.
172590,29-10-2024,BF1548,Clothing,Male,29,San Francisco,No,65,0,65,4,260,1,Never buying from here again.
198155,29-10-2024,BF1552,Ornaments,Male,29,Liverpool,Yes,45,40,85,2,170,3,The handling was questionable but incurred only minute damages.
179647,29-10-2024,BF1548,Clothing,Male,25,Miami,No,65,0,65,4,260,5,Premium quality as usual.
191316,29-10-2024,BF1543,Clothing,Male,30,Sydney,Yes,100,100,200,1,200,1,Low quality products are a usual here these days.
148991,29-10-2024,BF1547,Ornaments,Female,33,New York,No,32,0,32,1,32,4,Premium quality as usual.
127681,29-10-2024,BF1550,Clothing,Female,27,Sacramento,No,97,0,97,1,97,3,The handling was questionable but incurred only minute damages.
136962,29-10-2024,BF1548,Clothing,Male,18,Pittsburgh,No,65,0,65,2,130,1,Waste of Money.
182873,29-10-2024,BF1546,Clothing,Male,29,Portland,No,118,0,118,1,118,5,Great design is one of the major positives of this product.
168186,29-10-2024,BF1551,Ornaments,Female,18,Detroit,No,15,0,15,1,15,2,Never buying from here again.
140623,29-10-2024,BF1552,Ornaments,Male,23,Sydney,Yes,45,100,145,2,290,4,The product had excellent quality.
152109,29-10-2024,BF1546,Clothing,Male,25,Miami,No,118,0,118,1,118,1,Clear delays in delivery.
136370,29-10-2024,BF1552,Ornaments,Female,28,New York,No,45,0,45,1,45,1,The product had poor quality.
181842,29-10-2024,BF1553,Ornaments,Male,24,Cleveland,No,50,0,50,1,50,5,Discount deals was greatly appreciated.
186501,29-10-2024,BF1544,Other,Male,28,Austin,No,9,0,9,2,18,5,The product was delivered quickly.
162677,29-10-2024,BF1552,Ornaments,Female,31,Miami,No,45,0,45,1,45,2,The product had poor quality.
164567,29-10-2024,BF1546,Clothing,Female,34,Austin,No,118,0,118,1,118,1,Never buying from here again.
122195,29-10-2024,BF1554,Ornaments,Male,30,Manchester,Yes,20,40,60,2,120,4,Premium quality as usual.
186617,29-10-2024,BF1543,Clothing,Male,23,Glasgow,Yes,100,40,140,1,140,4,Great design is one of the major positives of this product.
141276,28-10-2024,BF1549,Clothing,Male,18,New Jersey,No,130,0,130,1,130,3,It was ok.
147277,28-10-2024,BF1547,Ornaments,Female,33,New Jersey,No,32,0,32,1,32,4,Incredible detailing was clearly evident.
160877,28-10-2024,BF1550,Clothing,Female,26,Pittsburgh,No,97,0,97,1,97,1,Waste of Money.
172937,28-10-2024,BF1549,Clothing,Female,26,San Francisco,No,130,0,130,1,130,4,The product was delivered quickly.
140027,28-10-2024,BF1550,Clothing,Male,27,Portland,No,97,0,97,3,291,4,Discount deals was greatly appreciated.
142065,28-10-2024,BF1544,Other,Male,28,Miami,No,9,0,9,1,9,3,Had slight delays but the product was in good shape.
144378,28-10-2024,BF1551,Ornaments,Female,20,New Jersey,No,15,0,15,1,15,3,The handling was questionable but incurred only minute damages.
120329,28-10-2024,BF1543,Clothing,Female,20,Memphis,No,100,0,100,1,100,3,The handling was questionable but incurred only minute damages.
154152,28-10-2024,BF1555,Other,Female,34,Detroit,No,23,0,23,4,92,5,Lack of delivery delays is greatly appreciated.
122143,28-10-2024,BF1543,Clothing,Male,29,Austin,No,100,0,100,1,100,5,The product was delivered quickly.
151575,28-10-2024,BF1544,Other,Female,35,Cardiff,Yes,9,40,49,1,49,1,Waste of Money.
146155,28-10-2024,BF1551,Ornaments,Male,20,Las Vegas,No,15,0,15,1,15,3,Had slight delays but the product was in good shape.
171501,28-10-2024,BF1552,Ornaments,Male,25,Sydney,Yes,45,100,145,1,145,1,Careless handling by the delivery team.
145836,27-10-2024,BF1548,Clothing,Male,21,Detroit,No,65,0,65,1,65,3,It was ok.
191542,27-10-2024,BF1549,Clothing,Male,28,New York,No,130,0,130,1,130,4,Discount deals was greatly appreciated.
185299,27-10-2024,BF1551,Ornaments,Male,24,Austin,No,15,0,15,4,60,4,The product was delivered quickly.
172941,27-10-2024,BF1550,Clothing,Male,32,Liverpool,Yes,97,40,137,1,137,1,Clear delays in delivery.
180239,27-10-2024,BF1555,Other,Male,30,New Jersey,No,23,0,23,2,46,3,The handling was questionable but incurred only minute damages.
156165,27-10-2024,BF1544,Other,Male,32,Paris,Yes,9,50,59,1,59,5,Exquisite craftsmanship here is absolutely appreciated.
153985,27-10-2024,BF1553,Ornaments,Male,24,Detroit,No,50,0,50,1,50,1,Never buying from here again.
172587,27-10-2024,BF1547,Ornaments,Male,31,Dublin,Yes,32,40,72,1,72,5,The Product exhibits good design.
156979,27-10-2024,BF1543,Clothing,Male,23,Cleveland,No,100,0,100,1,100,5,The product was delivered quickly.
144204,27-10-2024,BF1550,Clothing,Male,35,Detroit,No,97,0,97,1,97,5,The delivery team handled the product with care.
187788,27-10-2024,BF1548,Clothing,Male,28,Mumbai,Yes,65,70,135,2,270,4,Exquisite craftsmanship here is absolutely appreciated.
179816,27-10-2024,BF1551,Ornaments,Male,23,Memphis,No,15,0,15,1,15,1,"Unfortunately, the delivery was late."
131593,27-10-2024,BF1543,Clothing,Female,21,Austin,No,100,0,100,1,100,5,The Product exhibits good design.
190506,27-10-2024,BF1543,Clothing,Female,21,Austin,No,100,0,100,1,100,5,Discount deals was greatly appreciated.
168829,27-10-2024,BF1544,Other,Male,34,Sydney,Yes,9,100,109,1,109,5,Discount deals was greatly appreciated.
170454,27-10-2024,BF1548,Clothing,Male,30,Las Vegas,No,65,0,65,1,65,5,Premium quality as usual.
180219,27-10-2024,BF1551,Ornaments,Male,22,New Jersey,No,15,0,15,1,15,2,Never buying from here again.
138074,26-10-2024,BF1548,Clothing,Male,31,Miami,No,65,0,65,5,325,3,Expected much better
165140,26-10-2024,BF1544,Other,Male,35,New York,No,9,0,9,3,27,4,Discount deals was greatly appreciated.
165487,26-10-2024,BF1543,Clothing,Male,24,Pittsburgh,No,100,0,100,3,300,5,The product had excellent quality.
124352,26-10-2024,BF1546,Clothing,Female,29,San Francisco,No,118,0,118,1,118,4,The delivery team handled the product with care.
180157,26-10-2024,BF1551,Ornaments,Male,30,New Delhi,Yes,15,70,85,1,85,4,The delivery team handled the product with care.
178401,26-10-2024,BF1544,Other,Female,29,New Jersey,No,9,0,9,1,9,4,Premium quality as usual.
120915,26-10-2024,BF1548,Clothing,Male,20,Montreal,Yes,65,25,90,4,360,5,Lack of delivery delays is greatly appreciated.
129346,26-10-2024,BF1548,Clothing,Male,21,Sacramento,No,65,0,65,2,130,1,There is clear evidence of subpar detailing.
136125,26-10-2024,BF1550,Clothing,Male,31,Austin,No,97,0,97,1,97,1,Low quality products are a usual here these days.
125547,26-10-2024,BF1546,Clothing,Female,22,Portland,No,118,0,118,1,118,5,Exquisite craftsmanship here is absolutely appreciated.
124951,25-10-2024,BF1544,Other,Male,20,San Francisco,No,9,0,9,4,36,3,The handling was questionable but incurred only minute damages.
135621,25-10-2024,BF1544,Other,Male,19,London,Yes,9,40,49,3,147,4,Discount deals was greatly appreciated.
121500,25-10-2024,BF1549,Clothing,Male,27,Pittsburgh,No,130,0,130,1,130,5,Discount deals was greatly appreciated.
122105,25-10-2024,BF1548,Clothing,Male,22,Miami,No,65,0,65,1,65,4,The product was delivered quickly.
143993,25-10-2024,BF1543,Clothing,Male,21,Manchester,Yes,100,40,140,1,140,3,The handling was questionable but incurred only minute damages.
121479,25-10-2024,BF1554,Ornaments,Female,18,Manchester,Yes,20,40,60,3,180,4,The product had excellent quality.
170010,25-10-2024,BF1550,Clothing,Male,29,Las Vegas,No,97,0,97,1,97,5,Lack of delivery delays is greatly appreciated.
154129,25-10-2024,BF1544,Other,Male,30,Glasgow,Yes,9,40,49,3,147,1,There is clear evidence of subpar detailing.
186467,25-10-2024,BF1551,Ornaments,Female,26,San Francisco,No,15,0,15,4,60,5,The product had excellent quality.
145042,25-10-2024,BF1548,Clothing,Male,24,Memphis,No,65,0,65,1,65,5,The Product exhibits good design.
134673,25-10-2024,BF1553,Ornaments,Male,32,Mumbai,Yes,50,70,120,1,120,2,Clear delays in delivery.
167011,25-10-2024,BF1550,Clothing,Male,31,Sacramento,No,97,0,97,2,194,4,Great design is one of the major positives of this product.
162062,25-10-2024,BF1546,Clothing,Female,31,Mumbai,Yes,118,70,188,1,188,4,The product was affordable here compared to other brands.
150272,25-10-2024,BF1543,Clothing,Female,29,Manchester,Yes,100,40,140,1,140,1,The promotion quality does not match the product
169943,25-10-2024,BF1544,Other,Male,35,Sacramento,No,9,0,9,2,18,5,Lack of delivery delays is greatly appreciated.
147286,25-10-2024,BF1545,Other,Male,30,New York,No,10,0,10,2,20,2,Never buying from here again.
170347,25-10-2024,BF1548,Clothing,Female,28,San Francisco,No,65,0,65,1,65,2,There is clear evidence of subpar detailing.
171735,25-10-2024,BF1549,Clothing,Female,34,Detroit,No,130,0,130,1,130,1,The product had an underwhelming design.
186569,24-10-2024,BF1550,Clothing,Male,32,Detroit,No,97,0,97,5,485,5,Lack of delivery delays is greatly appreciated.
124346,24-10-2024,BF1548,Clothing,Male,21,New Delhi,Yes,65,70,135,1,135,5,Premium quality as usual.
167291,24-10-2024,BF1548,Clothing,Male,20,New Delhi,Yes,65,70,135,1,135,4,The product was delivered quickly.
165618,24-10-2024,BF1545,Other,Male,18,Portland,No,10,0,10,1,10,4,The delivery team handled the product with care.
143533,24-10-2024,BF1551,Ornaments,Male,33,Mumbai,Yes,15,70,85,1,85,3,Had slight delays but the product was in good shape.
134686,24-10-2024,BF1550,Clothing,Male,34,San Francisco,No,97,0,97,1,97,4,Discount deals was greatly appreciated.
185905,24-10-2024,BF1543,Clothing,Female,29,Pittsburgh,No,100,0,100,1,100,3,Expected much better
132641,24-10-2024,BF1554,Ornaments,Female,29,San Antonio,No,20,0,20,4,80,5,Great design is one of the major positives of this product.
132475,24-10-2024,BF1543,Clothing,Female,30,Austin,No,100,0,100,2,200,5,Premium quality as usual.
140781,24-10-2024,BF1548,Clothing,Male,25,San Antonio,No,65,0,65,1,65,3,The handling was questionable but incurred only minute damages.
170445,24-10-2024,BF1554,Ornaments,Male,33,San Francisco,No,20,0,20,1,20,4,The product was delivered quickly.
148127,24-10-2024,BF1550,Clothing,Female,34,Manchester,Yes,97,40,137,2,274,4,Lack of delivery delays is greatly appreciated.
179688,24-10-2024,BF1551,Ornaments,Female,22,Dublin,Yes,15,40,55,3,165,4,Exquisite craftsmanship here is absolutely appreciated.
198788,24-10-2024,BF1551,Ornaments,Male,20,Mumbai,Yes,15,70,85,1,85,4,Premium quality as usual.
199352,24-10-2024,BF1548,Clothing,Male,25,Las Vegas,No,65,0,65,2,130,3,Average product
176226,24-10-2024,BF1547,Ornaments,Male,20,Montreal,Yes,32,25,57,2,114,4,Discount deals was greatly appreciated.
158881,24-10-2024,BF1544,Other,Male,25,Memphis,No,9,0,9,1,9,2,"Unfortunately, the delivery was late."
181739,24-10-2024,BF1548,Clothing,Male,26,Cardiff,Yes,65,40,105,1,105,4,Premium quality as usual.
148193,24-10-2024,BF1548,Clothing,Female,24,Sacramento,No,65,0,65,2,130,4,The product was delivered quickly.
165419,24-10-2024,BF1550,Clothing,Male,28,New York,No,97,0,97,1,97,2,The product had an underwhelming design.
185801,24-10-2024,BF1544,Other,Male,20,Pittsburgh,No,9,0,9,1,9,3,Nothing too special.
188859,24-10-2024,BF1551,Ornaments,Male,27,San Antonio,No,15,0,15,1,15,5,Exquisite craftsmanship here is absolutely appreciated.
137117,24-10-2024,BF1551,Ornaments,Male,20,New Jersey,No,15,0,15,1,15,4,Lack of delivery delays is greatly appreciated.
134787,24-10-2024,BF1544,Other,Female,32,Sacramento,No,9,0,9,1,9,4,The product was delivered quickly.
133340,24-10-2024,BF1548,Clothing,Female,28,Montreal,Yes,65,25,90,1,90,4,Exquisite craftsmanship here is absolutely appreciated.
121457,23-10-2024,BF1551,Ornaments,Male,18,Paris,Yes,15,50,65,1,65,4,Lack of delivery delays is greatly appreciated.
164321,23-10-2024,BF1550,Clothing,Female,29,San Antonio,No,97,0,97,1,97,2,Careless handling by the delivery team.
177728,23-10-2024,BF1544,Other,Male,34,Paris,Yes,9,50,59,1,59,5,The product was delivered quickly.
194112,23-10-2024,BF1554,Ornaments,Male,30,Glasgow,Yes,20,40,60,2,120,2,Clear delays in delivery.
188851,23-10-2024,BF1550,Clothing,Female,32,New Jersey,No,97,0,97,1,97,3,Not as expected.
131057,23-10-2024,BF1550,Clothing,Male,30,Cleveland,No,97,0,97,3,291,3,Expected much better
125934,23-10-2024,BF1550,Clothing,Male,25,New Jersey,No,97,0,97,2,194,1,The promotion quality does not match the product
179554,23-10-2024,BF1548,Clothing,Female,21,San Antonio,No,65,0,65,1,65,1,Low quality products are a usual here these days.
176633,23-10-2024,BF1555,Other,Male,30,Portland,No,23,0,23,3,69,4,Discount deals was greatly appreciated.
166368,23-10-2024,BF1554,Ornaments,Male,28,New Jersey,No,20,0,20,1,20,1,Clear delays in delivery.
159323,23-10-2024,BF1548,Clothing,Male,33,Miami,No,65,0,65,3,195,5,Exquisite craftsmanship here is absolutely appreciated.
186772,23-10-2024,BF1550,Clothing,Male,28,Montreal,Yes,97,25,122,1,122,4,Lack of delivery delays is greatly appreciated.
153456,23-10-2024,BF1554,Ornaments,Male,24,Portland,No,20,0,20,2,40,3,Not as expected.
139357,23-10-2024,BF1548,Clothing,Male,30,Austin,No,65,0,65,1,65,2,The product had an underwhelming design.
162844,23-10-2024,BF1543,Clothing,Male,33,San Francisco,No,100,0,100,1,100,1,The product had an underwhelming design.
141759,23-10-2024,BF1548,Clothing,Male,23,San Francisco,No,65,0,65,1,65,4,Discount deals was greatly appreciated.
187769,23-10-2024,BF1548,Clothing,Male,32,Portland,No,65,0,65,1,65,5,Discount deals was greatly appreciated.
126282,23-10-2024,BF1548,Clothing,Male,23,Austin,No,65,0,65,3,195,4,The delivery team handled the product with care.
188976,23-10-2024,BF1553,Ornaments,Male,18,Austin,No,50,0,50,1,50,5,Incredible detailing was clearly evident.
155148,23-10-2024,BF1543,Clothing,Male,22,New Jersey,No,100,0,100,1,100,1,The product is not as advertised.
138160,23-10-2024,BF1544,Other,Female,28,Cleveland,No,9,0,9,1,9,1,Careless handling by the delivery team.
141816,22-10-2024,BF1546,Clothing,Female,18,New Delhi,Yes,118,70,188,1,188,3,Nothing too special.
195403,22-10-2024,BF1548,Clothing,Male,22,New Jersey,No,65,0,65,5,325,4,Discount deals was greatly appreciated.
